,구별,동별,0
2021,서대문구,홍제1동,6592.0
2021,서대문구,홍제2동,3705.0
2021,서대문구,홍제3동,3884.0
2021,서초구,기타,83.0
2021,서초구,내곡동,8299.0
2021,서초구,도곡동,1.0
2021,서초구,반포1동,11718.0
2021,서초구,반포2동,5845.0
2021,서초구,반포3동,7840.0
2021,서초구,반포4동,7041.0
2021,서초구,반포본동,1610.0
2021,서초구,방배1동,7293.0
2021,서초구,방배2동,6168.0
2021,서초구,방배3동,7035.0
2021,서초구,방배4동,7999.0
2021,서초구,방배본동,8143.0
2021,서초구,서초1동,16915.0
2021,서초구,서초2동,10043.0
2021,서초구,서초3동,15316.0
2021,서초구,서초4동,11830.0
2021,서초구,양재1동,21171.0
2021,서초구,양재2동,12834.0
2021,서초구,잠원동,9948.0
2021,성동구,금호1가동,4829.0
2021,성동구,금호2.3가동,6287.0
2021,성동구,금호4가동,4535.0
2021,성동구,기타,25.0
2021,성동구,마장동,8495.0
2021,성동구,사근동,2232.0
2021,성동구,성수1가1동,11288.0
2021,성동구,성수1가2동,6865.0
2021,성동구,성수2가1동,8398.0
2021,성동구,성수2가3동,7121.0
2021,성동구,송정동,2775.0
2021,성동구,옥수동,8812.0
2021,성동구,왕십리2동,4498.0
2021,성동구,왕십리도선동,8095.0
2021,성동구,용답동,7724.0
2021,성동구,응봉동,4622.0
2021,성동구,행당1동,4231.0
2021,성동구,행당2동,6732.0
2021,성북구,기타,172.0
2021,성북구,길음1동,10846.0
2021,성북구,길음2동,5073.0
2021,성북구,돈암1동,4177.0
2021,성북구,돈암2동,7605.0
2021,성북구,동선동,3438.0
2021,성북구,보문동,4464.0
2021,성북구,삼선동,5757.0
2021,성북구,석관동,9756.0
2021,성북구,성북동,4795.0
2021,성북구,안암동,3110.0
2021,성북구,월곡1동,7489.0
2021,성북구,월곡2동,5247.0
2021,성북구,장위1동,6549.0
2021,성북구,장위2동,3283.0
2021,성북구,장위3동,5154.0
2021,성북구,정릉1동,6144.0
2021,성북구,정릉2동,6450.0
2021,성북구,정릉3동,3624.0
2021,성북구,정릉4동,7251.0
2021,성북구,종암동,10689.0
2021,송파구,가락1동,11392.0
2021,송파구,가락2동,10924.0
2021,송파구,가락본동,12573.0
2021,송파구,거여1동,4104.0
2021,송파구,거여2동,5936.0
2021,송파구,기타,202.0
2021,송파구,마천1동,5918.0
2021,송파구,마천2동,5750.0
2021,송파구,문정1동,10937.0
2021,송파구,문정2동,14126.0
2021,송파구,방이1동,6831.0
2021,송파구,방이2동,7823.0
2021,송파구,삼전동,8874.0
2021,송파구,석촌동,9970.0
2021,송파구,송파1동,7728.0
2021,송파구,송파2동,6675.0
2021,송파구,오금동,13817.0
2021,송파구,오륜동,6682.0
2021,송파구,위례동,13508.0
2021,송파구,잠실2동,12241.0
2021,송파구,잠실3동,11972.0
2021,송파구,잠실4동,10166.0
2021,송파구,잠실6동,12942.0
2021,송파구,잠실7동,3619.0
2021,송파구,잠실본동,8848.0
2021,송파구,장지동,11058.0
2021,송파구,풍납1동,4334.0
2021,송파구,풍납2동,7908.0
2021,양천구,기타,160.0
2021,양천구,목1동,11646.0
2021,양천구,목2동,8729.0
2021,양천구,목3동,6397.0
2021,양천구,목4동,7321.0
2021,양천구,목5동,14397.0
2021,양천구,신월1동,8247.0
2021,양천구,신월2동,6846.0
2021,양천구,신월3동,5770.0
2021,양천구,신월4동,6444.0
2021,양천구,신월5동,4596.0
2021,양천구,신월6동,6842.0
2021,양천구,신월7동,6227.0
2021,양천구,신정1동,8247.0
2021,양천구,신정2동,6336.0
2021,양천구,신정3동,16099.0
2021,양천구,신정4동,9005.0
2021,양천구,신정6동,8813.0
2021,양천구,신정7동,9216.0
2021,영등포구,기타,48.0
2021,영등포구,당산1동,7836.0
2021,영등포구,당산2동,12920.0
2021,영등포구,대림1동,4893.0
2021,영등포구,대림2동,4079.0
2021,영등포구,대림3동,8043.0
2021,영등포구,도림동,5705.0
2021,영등포구,문래동,14018.0
2021,영등포구,신길1동,4937.0
2021,영등포구,신길3동,4910.0
2021,영등포구,신길4동,3693.0
2021,영등포구,신길5동,3469.0
2021,영등포구,신길6동,5331.0
2021,영등포구,신길7동,6670.0
2021,영등포구,양평1동,9796.0
2021,영등포구,양평2동,12189.0
2021,영등포구,여의동,20867.0
2021,영등포구,영등포1동,1.0
2021,영등포구,영등포동,10465.0
2021,영등포구,영등포본동,6224.0
2021,용산구,기타,155.0
2021,용산구,남영동,2631.0
2021,용산구,보광동,3092.0
2021,용산구,서빙고동,4706.0
2021,용산구,용문동,3385.0
2021,용산구,용산2가동,2157.0
2021,용산구,원효로1동,6339.0
2021,용산구,원효로2동,5005.0
2021,용산구,이촌1동,12521.0
2021,용산구,이촌2동,3559.0
2021,용산구,이태원1동,2348.0
2021,용산구,이태원2동,2548.0
2021,용산구,청파동,4288.0
2021,용산구,한강로동,12329.0
2021,용산구,한남동,7519.0
2021,용산구,효창동,3123.0
2021,용산구,후암동,4035.0
2021,은평구,갈현1동,5485.0
2021,은평구,갈현2동,7504.0
2021,은평구,구산동,9338.0
2021,은평구,기타,8.0
2021,은평구,녹번동,10508.0
2021,은평구,대조동,6041.0
2021,은평구,불광1동,10400.0
2021,은평구,불광2동,6483.0
2021,은평구,수색동,4448.0
2021,은평구,신사1동,8039.0
2021,은평구,신사2동,6284.0
2021,은평구,역촌동,12188.0
2021,은평구,응암1동,9339.0
2021,은평구,응암2동,8720.0
2021,은평구,응암3동,5730.0
2021,은평구,증산동,4643.0
2021,은평구,진관동,18017.0
2021,종로구,가회동,1259.0
2021,종로구,교남동,2935.0
2021,종로구,기타,205.0
2021,종로구,명륜3가동,15.0
2021,종로구,무악동,2829.0
2021,종로구,부암동,3160.0
2021,종로구,사직동,8178.0
2021,종로구,삼청동,792.0
2021,종로구,숭인1동,1482.0
2021,종로구,숭인2동,2199.0
2021,종로구,이화동,1698.0
2021,종로구,종로1.2.3.4가동,5757.0
2021,종로구,종로5.6가동,1757.0
2021,종로구,창신1동,1184.0
2021,종로구,창신2동,1433.0
2021,종로구,창신3동,1699.0
2021,종로구,청운효자동,3635.0
2021,종로구,평창동,6628.0
2021,종로구,혜화동,3502.0
2021,중구,광희동,2426.0
2021,중구,기타,373.0
2021,중구,남대문로5가동,1.0
2021,중구,다산동,3375.0
2021,중구,동화동,2913.0
2021,중구,명동,8146.0
2021,중구,소공동,4073.0
2021,중구,신당1동,49.0
2021,중구,신당2동,24.0
2021,중구,신당3동,11.0
2021,중구,신당4동,5.0
2021,중구,신당5동,2974.0
2021,중구,신당6동,11.0
2021,중구,신당동,3350.0
2021,중구,약수동,4714.0
2021,중구,을지로3.4.5가동,42.0
2021,중구,을지로동,1643.0
2021,중구,장충동,1293.0
2021,중구,중림동,3864.0
2021,중구,청구동,3562.0
2021,중구,태평로1가동,1.0
2021,중구,필동,2156.0
2021,중구,황학동,3459.0
2021,중구,회현동,12694.0
2021,중랑구,기타,107.0
2021,중랑구,망우3동,5282.0
2021,중랑구,망우본동,10402.0
2021,중랑구,면목2동,7381.0
2021,중랑구,면목3.8동,6136.0
2021,중랑구,면목4동,5214.0
2021,중랑구,면목5동,4665.0
2021,중랑구,면목7동,5994.0
2021,중랑구,면목본동,8027.0
2021,중랑구,묵1동,10659.0
2021,중랑구,묵2동,5573.0
2021,중랑구,상봉1동,8128.0
2021,중랑구,상봉2동,5363.0
2021,중랑구,신내1동,12820.0
2021,중랑구,신내2동,6894.0
2021,중랑구,중화1동,5570.0
2021,중랑구,중화2동,6160.0
2022,강남구,개포1동,3875.0
2022,강남구,개포2동,10266.0
2022,강남구,개포4동,8552.0
2022,강남구,기타,525.0
2022,강남구,논현1동,10388.0
2022,강남구,논현2동,10196.0
2022,강남구,논현동,1.0
2022,강남구,대치1동,17827.0
2022,강남구,대치2동,15041.0
2022,강남구,대치4동,13749.0
2022,강남구,도곡1동,8961.0
2022,강남구,도곡2동,13523.0
2022,강남구,삼성1동,8432.0
2022,강남구,삼성2동,12402.0
2022,강남구,세곡동,19244.0
2022,강남구,수서동,5209.0
2022,강남구,신사동,7748.0
2022,강남구,압구정동,12258.0
2022,강남구,역삼1동,21032.0
2022,강남구,역삼2동,15266.0
2022,강남구,일원1동,4607.0
2022,강남구,일원2동,6205.0
2022,강남구,일원본동,8307.0
2022,강남구,청담동,11873.0
2022,강동구,강일동,12721.0
2022,강동구,고덕1동,8453.0
2022,강동구,고덕2동,7971.0
2022,강동구,기타,57.0
2022,강동구,길1동,1.0
2022,강동구,길동,15918.0
2022,강동구,둔촌1동,545.0
2022,강동구,둔촌2동,7998.0
2022,강동구,명일1동,8341.0
2022,강동구,명일2동,5792.0
2022,강동구,상일동,11210.0
2022,강동구,상일제1동,3060.0
2022,강동구,상일제2동,696.0
2022,강동구,성내1동,8309.0
2022,강동구,성내2동,6408.0
2022,강동구,성내3동,6976.0
2022,강동구,암사1동,10427.0
2022,강동구,암사2동,5015.0
2022,강동구,암사3동,6304.0
2022,강동구,천호1동,8730.0
2022,강동구,천호2동,9412.0
2022,강동구,천호3동,7608.0
2022,강동구,하일동,7.0
2022,강북구,기타,5.0
2022,강북구,미아동,4767.0
2022,강북구,번1동,4781.0
2022,강북구,번2동,3621.0
2022,강북구,번3동,4488.0
2022,강북구,삼각산동,9378.0
2022,강북구,삼양동,5922.0
2022,강북구,송중동,6999.0
2022,강북구,송천동,5809.0
2022,강북구,수유1동,5595.0
2022,강북구,수유2동,5368.0
2022,강북구,수유3동,5000.0
2022,강북구,우이동,5875.0
2022,강북구,인수동,7514.0
2022,강서구,가양1동,26665.0
2022,강서구,가양2동,4200.0
2022,강서구,가양3동,7575.0
2022,강서구,공항동,11520.0
2022,강서구,기타,261.0
2022,강서구,등촌1동,9259.0
2022,강서구,등촌2동,6696.0
2022,강서구,등촌3동,9117.0
2022,강서구,발산1동,13981.0
2022,강서구,방화1동,14972.0
2022,강서구,방화2동,9349.0
2022,강서구,방화3동,7336.0
2022,강서구,염창동,15499.0
2022,강서구,우장산동,13841.0
2022,강서구,화곡1동,15999.0
2022,강서구,화곡2동,4832.0
2022,강서구,화곡3동,6431.0
2022,강서구,화곡4동,5844.0
2022,강서구,화곡6동,7847.0
2022,강서구,화곡8동,6098.0
2022,강서구,화곡본동,9200.0
2022,관악구,기타,137.0
2022,관악구,낙성대동,3958.0
2022,관악구,난곡동,6307.0
2022,관악구,난향동,4838.0
2022,관악구,남현동,4997.0
2022,관악구,대학동,4922.0
2022,관악구,미성동,8366.0
2022,관악구,보라매동,6187.0
2022,관악구,삼성동,5884.0
2022,관악구,서림동,5487.0
2022,관악구,서원동,5087.0
2022,관악구,성현동,8323.0
2022,관악구,신림동,4578.0
2022,관악구,신사동,5117.0
2022,관악구,신원동,3312.0
2022,관악구,은천동,8686.0
2022,관악구,인헌동,5909.0
2022,관악구,조원동,4995.0
2022,관악구,중앙동,2983.0
2022,관악구,청룡동,7592.0
2022,관악구,청림동,4357.0
2022,관악구,행운동,6251.0
2022,광진구,광장동,11677.0
2022,광진구,구의1동,6686.0
2022,광진구,구의2동,7279.0
2022,광진구,구의3동,9168.0
2022,광진구,군자동,5160.0
2022,광진구,기타,66.0
2022,광진구,능동,3050.0
2022,광진구,자양1동,7654.0
2022,광진구,자양2동,8278.0
2022,광진구,자양3동,9386.0
2022,광진구,자양4동,5139.0
2022,광진구,중곡1동,4771.0
2022,광진구,중곡2동,5212.0
2022,광진구,중곡3동,4020.0
2022,광진구,중곡4동,7429.0
2022,광진구,화양동,4140.0
2022,구로구,가리봉동,2730.0
2022,구로구,개봉1동,11065.0
2022,구로구,개봉2동,9241.0
2022,구로구,개봉3동,5738.0
2022,구로구,개봉본동,17.0
2022,구로구,고척1동,7843.0
2022,구로구,고척2동,8676.0
2022,구로구,구로1동,16478.0
2022,구로구,구로2동,10547.0
2022,구로구,구로3동,8883.0
2022,구로구,구로4동,7549.0
2022,구로구,구로5동,11679.0
2022,구로구,구로본동,40.0
2022,구로구,기타,170.0
2022,구로구,수궁동,8144.0
2022,구로구,신도림동,12771.0
2022,구로구,오류1동,6882.0
2022,구로구,오류2동,14046.0
2022,구로구,항동,3539.0
2022,금천구,가산동,20010.0
2022,금천구,기타,77.0
2022,금천구,독산1동,17953.0
2022,금천구,독산1동분소,2.0
2022,금천구,독산2동,5237.0
2022,금천구,독산3동,7600.0
2022,금천구,독산4동,4510.0
2022,금천구,시흥1동,11891.0
2022,금천구,시흥2동,7155.0
2022,금천구,시흥3동,4388.0
2022,금천구,시흥4동,6283.0
2022,금천구,시흥5동,5395.0
2022,노원구,공릉1.3동,50.0
2022,노원구,공릉1동,11031.0
2022,노원구,공릉2동,13080.0
2022,노원구,기타,153.0
2022,노원구,상계10동,5362.0
2022,노원구,상계1동,13791.0
2022,노원구,상계2동,6041.0
2022,노원구,상계3.4동,8062.0
2022,노원구,상계5동,5909.0
2022,노원구,상계6.7동,8976.0
2022,노원구,상계8동,6503.0
2022,노원구,상계9동,5793.0
2022,노원구,월계1동,6728.0
2022,노원구,월계2동,7806.0
2022,노원구,월계3동,8861.0
2022,노원구,월계4동,6.0
2022,노원구,중계1동,8457.0
2022,노원구,중계2.3동,8493.0
2022,노원구,중계4동,5719.0
2022,노원구,중계본동,7840.0
2022,노원구,하계1동,7494.0
2022,노원구,하계2동,6220.0
2022,도봉구,기타,85.0
2022,도봉구,도봉1동,6637.0
2022,도봉구,도봉2동,8455.0
2022,도봉구,방학1동,10234.0
2022,도봉구,방학2동,4841.0
2022,도봉구,방학3동,8372.0
2022,도봉구,쌍문1동,6407.0
2022,도봉구,쌍문2동,4939.0
2022,도봉구,쌍문3동,3916.0
2022,도봉구,쌍문4동,5445.0
2022,도봉구,창1동,8208.0
2022,도봉구,창2동,8164.0
2022,도봉구,창3동,3646.0
2022,도봉구,창4동,8501.0
2022,도봉구,창5동,7758.0
2022,동대문구,기타,196.0
2022,동대문구,답십리1동,9608.0
2022,동대문구,답십리2동,8629.0
2022,동대문구,용신동,10209.0
2022,동대문구,이문1동,4081.0
2022,동대문구,이문2동,5343.0
2022,동대문구,장안1동,12984.0
2022,동대문구,장안2동,10665.0
2022,동대문구,전농1동,7491.0
2022,동대문구,전농2동,5449.0
2022,동대문구,제기동,6448.0
2022,동대문구,청량리동,5091.0
2022,동대문구,회기동,2124.0
2022,동대문구,휘경1동,3932.0
2022,동대문구,휘경2동,6353.0
2022,동작구,기타,61.0
2022,동작구,노량진1동,8681.0
2022,동작구,노량진2동,2372.0
2022,동작구,대방동,10553.0
2022,동작구,사당1동,5473.0
2022,동작구,사당2동,8292.0
2022,동작구,사당3동,7093.0
2022,동작구,사당4동,3513.0
2022,동작구,사당5동,4203.0
2022,동작구,상도1동,12452.0
2022,동작구,상도2동,8192.0
2022,동작구,상도3동,5688.0
2022,동작구,상도4동,6879.0
2022,동작구,신대방1동,7495.0
2022,동작구,신대방2동,6373.0
2022,동작구,흑석동,9097.0
2022,마포구,공덕동,11977.0
2022,마포구,기타,361.0
2022,마포구,노고산동,1.0
2022,마포구,대흥동,3898.0
2022,마포구,도화1동,1.0
2022,마포구,도화2동,1.0
2022,마포구,도화동,7817.0
2022,마포구,망원1동,5704.0
2022,마포구,망원2동,5346.0
2022,마포구,상암동,11290.0
2022,마포구,서강동,7664.0
2022,마포구,서교동,8441.0
2022,마포구,성산1동,6287.0
2022,마포구,성산2동,11442.0
2022,마포구,신수동,7447.0
2022,마포구,아현동,8421.0
2022,마포구,연남동,4083.0
2022,마포구,염리동,5236.0
2022,마포구,용강동,9488.0
2022,마포구,합정동,6345.0
2022,서대문구,기타,184.0
2022,서대문구,남가좌1동,5397.0
2022,서대문구,남가좌2동,8492.0
2022,서대문구,북가좌1동,7375.0
2022,서대문구,북가좌2동,8515.0
2022,서대문구,북아현동,4479.0
2022,서대문구,신촌동,3885.0
2022,서대문구,연희동,9990.0
2022,서대문구,천연동,4895.0
2022,서대문구,충현동,7007.0
2022,서대문구,홍은1동,7100.0
2022,서대문구,홍은2동,7363.0
2022,서대문구,홍제1동,6553.0
2022,서대문구,홍제2동,3685.0
2022,서대문구,홍제3동,4622.0
2022,서초구,기타,76.0
2022,서초구,내곡동,8252.0
2022,서초구,도곡동,1.0
2022,서초구,반포1동,11760.0
2022,서초구,반포2동,5827.0
2022,서초구,반포3동,7828.0
2022,서초구,반포4동,7042.0
2022,서초구,반포본동,1250.0
2022,서초구,방배1동,7283.0
2022,서초구,방배2동,5992.0
2022,서초구,방배3동,7024.0
2022,서초구,방배4동,8080.0
2022,서초구,방배본동,7910.0
2022,서초구,서초1동,17110.0
2022,서초구,서초2동,10137.0
2022,서초구,서초3동,15218.0
2022,서초구,서초4동,11805.0
2022,서초구,양재1동,20923.0
2022,서초구,양재2동,12982.0
2022,서초구,잠원동,9994.0
2022,성동구,금호1가동,4796.0
2022,성동구,금호2.3가동,6261.0
2022,성동구,금호4가동,4525.0
2022,성동구,기타,24.0
2022,성동구,마장동,8577.0
2022,성동구,사근동,2250.0
2022,성동구,성수1가1동,10397.0
2022,성동구,성수1가2동,6759.0
2022,성동구,성수2가1동,7981.0
2022,성동구,성수2가3동,6981.0
2022,성동구,송정동,2781.0
2022,성동구,옥수동,8857.0
2022,성동구,왕십리2동,4485.0
2022,성동구,왕십리도선동,8066.0
2022,성동구,용답동,7795.0
2022,성동구,응봉동,4547.0
2022,성동구,행당1동,4222.0
2022,성동구,행당2동,6717.0
2022,성북구,기타,169.0
2022,성북구,길음1동,10746.0
2022,성북구,길음2동,6447.0
2022,성북구,돈암1동,4161.0
2022,성북구,돈암2동,7574.0
2022,성북구,동선동,3419.0
2022,성북구,보문동,4588.0
2022,성북구,삼선동,5773.0
2022,성북구,석관동,9752.0
2022,성북구,성북동,4781.0
2022,성북구,안암동,3092.0
2022,성북구,월곡1동,7481.0
2022,성북구,월곡2동,5277.0
2022,성북구,장위1동,6535.0
2022,성북구,장위2동,3290.0
2022,성북구,장위3동,5084.0
2022,성북구,정릉1동,6152.0
2022,성북구,정릉2동,6441.0
2022,성북구,정릉3동,3615.0
2022,성북구,정릉4동,7238.0
2022,성북구,종암동,10601.0
2022,송파구,가락1동,11406.0
2022,송파구,가락2동,10758.0
2022,송파구,가락본동,12586.0
2022,송파구,거여1동,4079.0
2022,송파구,거여2동,7416.0
2022,송파구,기타,193.0
2022,송파구,마천1동,5887.0
2022,송파구,마천2동,5743.0
2022,송파구,문정1동,10886.0
2022,송파구,문정2동,14562.0
2022,송파구,방이1동,6856.0
2022,송파구,방이2동,7838.0
2022,송파구,삼전동,8827.0
2022,송파구,석촌동,9893.0
2022,송파구,송파1동,7725.0
2022,송파구,송파2동,6712.0
2022,송파구,오금동,13805.0
2022,송파구,오륜동,6680.0
2022,송파구,위례동,15102.0
2022,송파구,잠실2동,12195.0
2022,송파구,잠실3동,12045.0
2022,송파구,잠실4동,10216.0
2022,송파구,잠실6동,12281.0
2022,송파구,잠실7동,3642.0
2022,송파구,잠실본동,8851.0
2022,송파구,장지동,10964.0
2022,송파구,풍납1동,4284.0
2022,송파구,풍납2동,7824.0
2022,양천구,기타,160.0
2022,양천구,목1동,11633.0
2022,양천구,목2동,8754.0
2022,양천구,목3동,6422.0
2022,양천구,목4동,7319.0
2022,양천구,목5동,14330.0
2022,양천구,신월1동,8200.0
2022,양천구,신월2동,6770.0
2022,양천구,신월3동,5656.0
2022,양천구,신월4동,6426.0
2022,양천구,신월5동,4634.0
2022,양천구,신월6동,6987.0
2022,양천구,신월7동,6258.0
2022,양천구,신정1동,8242.0
2022,양천구,신정2동,6277.0
2022,양천구,신정3동,16268.0
2022,양천구,신정4동,9028.0
2022,양천구,신정6동,8833.0
2022,양천구,신정7동,9145.0
2022,영등포구,기타,44.0
2022,영등포구,당산1동,7716.0
2022,영등포구,당산2동,12907.0
2022,영등포구,대림1동,4883.0
2022,영등포구,대림2동,4068.0
2022,영등포구,대림3동,8106.0
2022,영등포구,도림동,5691.0
2022,영등포구,문래동,13986.0
2022,영등포구,신길1동,4941.0
2022,영등포구,신길3동,4931.0
2022,영등포구,신길4동,3731.0
2022,영등포구,신길5동,3400.0
2022,영등포구,신길6동,5281.0
2022,영등포구,신길7동,6702.0
2022,영등포구,양평1동,9745.0
2022,영등포구,양평2동,11895.0
2022,영등포구,여의동,20629.0
2022,영등포구,영등포1동,1.0
2022,영등포구,영등포동,10571.0
2022,영등포구,영등포본동,6261.0
2022,영등포구,평택시,1.0
2022,용산구,기타,155.0
2022,용산구,남영동,2660.0
2022,용산구,보광동,3072.0
2022,용산구,서빙고동,4710.0
2022,용산구,용문동,3372.0
2022,용산구,용산2가동,2126.0
2022,용산구,원효로1동,6336.0
2022,용산구,원효로2동,5039.0
2022,용산구,이촌1동,8907.0
2022,용산구,이촌2동,2709.0
2022,용산구,이태원1동,2310.0
2022,용산구,이태원2동,2528.0
2022,용산구,청파동,4277.0
2022,용산구,한강로동,12285.0
2022,용산구,한남동,7488.0
2022,용산구,효창동,3246.0
2022,용산구,후암동,4014.0
2022,은평구,갈현1동,5431.0
2022,은평구,갈현2동,7503.0
2022,은평구,구산동,9339.0
2022,은평구,기타,8.0
2022,은평구,녹번동,10447.0
2022,은평구,대조동,6064.0
2022,은평구,불광1동,10463.0
2022,은평구,불광2동,6484.0
2022,은평구,수색동,4695.0
2022,은평구,신사1동,8015.0
2022,은평구,신사2동,6210.0
2022,은평구,역촌동,12134.0
2022,은평구,응암1동,9505.0
2022,은평구,응암2동,8786.0
2022,은평구,응암3동,5715.0
2022,은평구,증산동,5125.0
2022,은평구,진관동,17867.0
2022,종로구,가회동,1265.0
2022,종로구,교남동,2942.0
2022,종로구,기타,205.0
2022,종로구,명륜3가동,14.0
2022,종로구,무악동,2796.0
2022,종로구,부암동,3140.0
2022,종로구,사직동,8170.0
2022,종로구,삼청동,777.0
2022,종로구,숭인1동,1477.0
2022,종로구,숭인2동,2185.0
2022,종로구,이화동,1714.0
2022,종로구,종로1.2.3.4가동,6317.0
2022,종로구,종로5.6가동,1749.0
2022,종로구,창신1동,1197.0
2022,종로구,창신2동,1433.0
2022,종로구,창신3동,1657.0
2022,종로구,청운효자동,3584.0
2022,종로구,평창동,6629.0
2022,종로구,혜화동,3505.0
2022,중구,광희동,2434.0
2022,중구,기타,373.0
2022,중구,남대문로5가동,1.0
2022,중구,다산동,3352.0
2022,중구,동화동,2920.0
2022,중구,명동,7790.0
2022,중구,소공동,4174.0
2022,중구,신당1동,47.0
2022,중구,신당2동,24.0
2022,중구,신당3동,11.0
2022,중구,신당4동,5.0
2022,중구,신당5동,2990.0
2022,중구,신당6동,11.0
2022,중구,신당동,3376.0
2022,중구,약수동,4730.0
2022,중구,을지로3.4.5가동,42.0
2022,중구,을지로동,1610.0
2022,중구,장충동,1304.0
2022,중구,중림동,3822.0
2022,중구,청구동,3544.0
2022,중구,태평로1가동,1.0
2022,중구,필동,2110.0
2022,중구,황학동,3461.0
2022,중구,회현동,11612.0
2022,중랑구,기타,105.0
2022,중랑구,망우3동,5274.0
2022,중랑구,망우본동,11189.0
2022,중랑구,면목2동,7445.0
2022,중랑구,면목3.8동,6075.0
2022,중랑구,면목4동,5174.0
2022,중랑구,면목5동,4711.0
2022,중랑구,면목7동,5996.0
2022,중랑구,면목본동,8022.0
2022,중랑구,묵1동,10614.0
2022,중랑구,묵2동,5620.0
2022,중랑구,상봉1동,8059.0
2022,중랑구,상봉2동,5353.0
2022,중랑구,신내1동,12815.0
2022,중랑구,신내2동,6891.0
2022,중랑구,중화1동,5571.0
2022,중랑구,중화2동,6185.0
