고유번호,구코드,법정동코드,동명,위도,경도,노상/노외/부설/주차장구분
1514091,11215,10400,광장동,37.54719477,127.10242383,1
1514093,11215,10300,구의동,37.53863287,127.09589019,1
1514094,11215,10300,구의동,37.53863287,127.09589019,1
1514095,11215,10300,구의동,37.53863287,127.09589019,1
1514096,11215,10300,구의동,37.55129715,127.09388814,1
1514097,11215,10500,자양동,37.53130254,127.08461225,1
1514098,11215,10300,구의동,0.0,0.0,1
1514674,11215,10500,자양동,37.53090094,127.07635331,1
1514675,11215,10500,자양동,37.53089943,127.0872815,1
1514677,11215,10100,중곡동,37.55977275,127.08246268,1
1514678,11215,10100,중곡동,37.56018694,127.09515828,1
1514679,11215,10300,구의동,37.55465386,127.09556001,1
1514680,11215,10500,자양동,37.52820433,127.08141885,1
1514681,11215,10500,자양동,37.52796128,127.08058077,1
1514682,11215,10500,자양동,37.53327516,127.07399803,1
1514683,11215,10100,중곡동,37.56426014,127.08777507,1
1514684,11215,10100,중곡동,37.56501475,127.08580776,1
1514685,11215,10700,화양동,37.54669649,127.07173905,1
1514688,11215,10300,구의동,37.54091108,127.09271984,1
1514689,11215,10100,중곡동,37.56048472,127.095137,1
1514691,11215,10500,자양동,37.53421227,127.06384182,1
1514692,11215,10500,자양동,37.53578103,127.07770574,1
1514693,11215,10100,중곡동,37.56883331,127.08015233,1
1514694,11215,10300,구의동,37.53863287,127.09589019,1
1514695,11215,10500,자양동,37.53428999,127.06358031,1
1514697,11215,10100,중곡동,37.56989464,127.08815228,1
1514698,11215,10100,중곡동,37.56887754,127.08651089,1
1514699,11215,10100,중곡동,37.56974294,127.0867491,1
1514701,11215,10200,능동,0.0,0.0,1
1514702,11215,10100,중곡동,37.55961918,127.09225535,1
1514703,11215,10700,화양동,37.54289698,127.06642687,1
1514705,11215,10300,구의동,37.53418991,127.09156729,1
1514706,11215,10300,구의동,37.53413509,127.09156123,1
1514707,11215,10500,자양동,37.53642284,127.06830438,1
1514708,11215,10500,자양동,37.53008319,127.07415759,1
1514710,11215,10400,광장동,37.54563409,127.10398798,1
1515295,11215,10100,중곡동,37.55916092,127.09376764,1
1515297,11215,10100,중곡동,37.55554633,127.086814,1
1515298,11215,10500,자양동,37.53117,127.08311812,1
1515299,11215,10200,능동,0.0,0.0,1
1515300,11215,10100,중곡동,0.0,0.0,1
1515302,11215,10200,능동,37.55284255,127.08788064,1
1515303,11215,10200,능동,37.55332353,127.08767528,1
1515304,11215,10300,구의동,37.54263553,127.08684251,1
1515305,11215,10500,자양동,37.52972616,127.09018213,1
1515306,11215,10100,중곡동,37.56238012,127.07687698,1
1515307,11215,10400,광장동,37.54770613,127.10600479,1
1515308,11215,10300,구의동,37.5504692,127.09605127,1
1515309,11215,10300,구의동,37.53968783,127.08700673,1
1515311,11215,10400,광장동,37.54577062,127.10448539,1
1515313,11215,10100,중곡동,37.5711041,127.08179628,1
1515314,11215,10100,중곡동,37.56097721,127.08651084,1
1515316,11215,10200,능동,37.54959354,127.08159163,1
1515317,11215,10500,자양동,37.529153,127.0853325,1
1515318,11215,10200,능동,0.0,0.0,1
1515319,11215,10700,화양동,37.54333622,127.06666123,1
1515320,11215,10300,구의동,37.54433333,127.0877744,1
1515321,11215,10300,구의동,37.54898631,127.08578096,1
1515323,11215,10100,중곡동,37.56199709,127.08146747,1
1515325,11215,10200,능동,37.55504971,127.07902604,1
1515326,11215,10100,중곡동,37.56639861,127.07888362,1
1515327,11215,10100,중곡동,37.5641524,127.08736498,1
1515328,11215,10100,중곡동,37.56172597,127.09577428,1
1515330,11215,10300,구의동,37.53231956,127.0918545,1
1515331,11215,10300,구의동,37.53163563,127.09192536,1
1515332,11215,10300,구의동,37.53168987,127.09192019,1
1515901,11215,10500,자양동,37.53031846,127.07244439,1
1515902,11215,10500,자양동,37.53031846,127.07244439,1
1515903,11215,10500,자양동,37.53031846,127.07244439,1
1515904,11215,10500,자양동,37.53031846,127.07244439,1
1515905,11215,10500,자양동,37.53031846,127.07244439,1
1515906,11215,10500,자양동,37.53031846,127.07244439,1
1515907,11215,10500,자양동,37.53031846,127.07244439,1
1515908,11215,10500,자양동,37.53031846,127.07244439,1
1515909,11215,10500,자양동,37.53031846,127.07244439,1
1515910,11215,10500,자양동,37.53031846,127.07244439,1
1515911,11215,10500,자양동,37.53031846,127.07244439,1
1515912,11215,10500,자양동,37.53031846,127.07244439,1
1515914,11215,10100,중곡동,37.5553711,127.09276639,1
1515916,11215,10100,중곡동,37.55524732,127.09294789,1
1515917,11215,10100,중곡동,37.55515783,127.09307803,1
1515918,11215,10100,중곡동,37.55511129,127.09314085,1
1515919,11215,10100,중곡동,37.55507191,127.09319545,1
980957,11215,10500,자양동,37.5386567,127.06931772,3
1515927,11215,10500,자양동,37.53187217,127.07542853,1
1515928,11215,10500,자양동,37.53648139,127.07679897,1
1515929,11215,10500,자양동,37.53653383,127.07681548,1
1515930,11215,10500,자양동,37.53645332,127.07653423,1
1516507,11215,10200,능동,0.0,0.0,1
1516510,11215,10500,자양동,37.54155424,127.06430232,1
1516511,11215,10500,자양동,37.54155424,127.06430232,1
1516512,11215,10500,자양동,37.54155424,127.06430232,1
1516514,11215,10500,자양동,37.52818124,127.07886567,1
1516515,11215,10100,중곡동,37.56191872,127.08285143,1
1512233,11215,10100,중곡동,37.55881703,127.08938115,1
1512234,11215,10500,자양동,37.52868486,127.07975449,1
1512235,11215,10500,자양동,37.53508826,127.06403146,1
1512236,11215,10500,자양동,37.53518041,127.07078179,1
1512237,11215,10300,구의동,37.54849674,127.08758836,1
1512238,11215,10300,구의동,37.55343627,127.09519495,1
1512239,11215,10100,중곡동,37.55990591,127.08515681,1
1512241,11215,10100,중곡동,37.55879966,127.09328966,1
1512243,11215,10100,중곡동,37.55880494,127.09047742,1
1512244,11215,10300,구의동,37.54189206,127.09107676,1
1512245,11215,10300,구의동,37.54263553,127.08684251,1
1512246,11215,10300,구의동,37.54263553,127.08684251,1
1512247,11215,10100,중곡동,37.55940175,127.09415015,1
1512248,11215,10300,구의동,37.53284311,127.09226267,1
1512249,11215,10300,구의동,37.53286929,127.09232332,1
1512250,11215,10100,중곡동,37.55968559,127.07861049,1
1512251,11215,10100,중곡동,37.56260624,127.08825634,1
1512254,11215,10500,자양동,37.53141346,127.09175311,1
1512257,11215,10500,자양동,37.52994987,127.08302729,1
1512259,11215,10500,자양동,37.52818124,127.07886567,1
1512260,11215,10500,자양동,37.52818124,127.07886567,1
1512261,11215,10500,자양동,37.52818124,127.07886567,1
1512262,11215,10500,자양동,37.52858473,127.0834602,1
1512263,11215,10700,화양동,37.54272065,127.06690061,1
1512264,11215,10100,중곡동,37.56358975,127.08554026,1
1512265,11215,10500,자양동,37.52939011,127.07754416,1
1512853,11215,10100,중곡동,37.5605185,127.08202116,1
1512854,11215,10100,중곡동,37.56048472,127.095137,1
1512855,11215,10100,중곡동,37.56243721,127.0765295,1
1512856,11215,10100,중곡동,37.56054172,127.08684133,1
1512857,11215,10100,중곡동,37.56039596,127.09002096,1
1512858,11215,10100,중곡동,37.56041488,127.09507037,1
1512859,11215,10700,화양동,37.5466059,127.07208544,1
1512864,11215,10300,구의동,37.54263553,127.08684251,1
1512867,11215,10400,광장동,37.54884748,127.10325581,1
1512868,11215,10300,구의동,37.54263553,127.08684251,1
1512870,11215,10300,구의동,37.54390826,127.09122629,1
1512871,11215,10700,화양동,37.54559353,127.06695207,1
1512873,11215,10200,능동,37.55405216,127.08350111,1
1512879,11215,10500,자양동,37.52912764,127.08366629,1
1512880,11215,10400,광장동,37.54841414,127.10254537,1
1512881,11215,10500,자양동,37.53257032,127.06575313,1
1512882,11215,10100,중곡동,37.55975286,127.08001044,1
1512884,11215,10400,광장동,37.54716651,127.10385416,1
1512885,11215,10100,중곡동,37.55956835,127.09238229,1
1512886,11215,10100,중곡동,37.56018694,127.09515828,1
1512888,11215,10500,자양동,37.52818124,127.07886567,1
1512889,11215,10100,중곡동,37.56698403,127.08074957,1
1512891,11215,10200,능동,0.0,0.0,1
1513478,11215,10100,중곡동,37.55797183,127.08422283,1
1513479,11215,10100,중곡동,37.55797183,127.08422283,1
1513481,11215,10500,자양동,37.53380608,127.07714535,1
1513482,11215,10500,자양동,37.52777362,127.08112779,1
1513483,11215,10500,자양동,37.53028513,127.07864778,1
1513484,11215,10500,자양동,37.53327516,127.07399803,1
1513485,11215,10300,구의동,37.53863287,127.09589019,1
1513486,11215,10300,구의동,37.53863287,127.09589019,1
1513487,11215,10300,구의동,37.53863287,127.09589019,1
1513488,11215,10500,자양동,37.52966211,127.07468566,1
1513491,11215,10300,구의동,37.55542199,127.09536517,1
1513493,11215,10100,중곡동,37.57066556,127.08462609,1
1513495,11215,10100,중곡동,37.56119124,127.08877285,1
1513496,11215,10100,중곡동,37.56102495,127.08882159,1
1513497,11215,10100,중곡동,37.55649371,127.08387182,1
1513498,11215,10100,중곡동,37.55621637,127.08523535,1
1513501,11215,10400,광장동,37.54846275,127.1090434,1
1513502,11215,10300,구의동,37.54127155,127.09441033,1
1513503,11215,10300,구의동,37.54375311,127.0925387,1
1513504,11215,10500,자양동,37.53132161,127.08506718,1
1513505,11215,10500,자양동,37.52820433,127.08141885,1
1513506,11215,10700,화양동,37.54221293,127.06791813,1
1513507,11215,10700,화양동,37.54224374,127.06526693,1
1513508,11215,10300,구의동,37.54217644,127.09392935,1
1513510,11215,10700,화양동,37.54546748,127.0661672,1
1513512,11215,10100,중곡동,37.56413155,127.08779745,1
1513513,11215,10200,능동,0.0,0.0,1
1513514,11215,10300,구의동,37.55154798,127.09486142,1
1513515,11215,10300,구의동,37.54226114,127.09226129,1
1513516,11215,10300,구의동,37.55002451,127.09581002,1
1514099,11215,10900,군자동,0.0,0.0,1
1514100,11215,10100,중곡동,37.55761173,127.0896047,1
1514101,11215,10100,중곡동,37.55746385,127.08981798,1
1514103,11215,10500,자양동,37.53325062,127.06602927,1
1514104,11215,10500,자양동,37.53621977,127.06182328,1
1514105,11215,10500,자양동,37.53074982,127.07202103,1
1514106,11215,10500,자양동,37.52820433,127.08141885,1
1514107,11215,10100,중곡동,37.55914927,127.0938937,1
1514108,11215,10200,능동,37.55301973,127.0839748,1
1514109,11215,10300,구의동,37.54103788,127.08811971,1
1514110,11215,10100,중곡동,37.5640601,127.08598704,1
1514111,11215,10100,중곡동,37.56395672,127.0882586,1
1514113,11215,10200,능동,37.55393783,127.08535986,1
1514114,11215,10900,군자동,37.54852727,127.07300455,1
1514115,11215,10200,능동,37.5537984,127.08000523,1
1514116,11215,10200,능동,37.55275302,127.08839986,1
1514117,11215,10200,능동,37.55258247,127.08729417,1
1514118,11215,10300,구의동,37.54898631,127.08578096,1
1514120,11215,10400,광장동,37.54820686,127.10303299,1
1514121,11215,10400,광장동,37.55020263,127.10374552,1
1514122,11215,10400,광장동,37.55020263,127.10374552,1
1514124,11215,10700,화양동,37.54221293,127.06791813,1
1514125,11215,10900,군자동,37.55114148,127.07562157,1
1514712,11215,10300,구의동,37.53408064,127.09155626,1
1514713,11215,10100,중곡동,37.56823384,127.08389129,1
1514714,11215,10100,중곡동,37.56878309,127.08698387,1
1514715,11215,10100,중곡동,37.55968559,127.07861049,1
1514717,11215,10300,구의동,37.54138968,127.08629486,1
1514719,11215,10400,광장동,37.55108599,127.11062327,1
1514720,11215,10300,구의동,37.55253596,127.09475109,1
1514722,11215,10300,구의동,37.54263553,127.08684251,1
1514723,11215,10100,중곡동,37.56260624,127.08825634,1
1514724,11215,10100,중곡동,37.56255021,127.07800086,1
1514725,11215,10100,중곡동,37.55927556,127.09057197,1
1514726,11215,10300,구의동,37.55239645,127.09054919,1
1514728,11215,10500,자양동,37.52966211,127.07468566,1
1514730,11215,10100,중곡동,37.55852647,127.08561405,1
1514731,11215,10100,중곡동,37.56794824,127.08043901,1
1514732,11215,10100,중곡동,37.55699527,127.09113574,1
1514733,11215,10100,중곡동,37.55698378,127.09148672,1
1514734,11215,10100,중곡동,37.55680802,127.0861242,1
1514735,11215,10100,중곡동,37.55672073,127.08661132,1
1514736,11215,10100,중곡동,37.56879747,127.08792725,1
1514737,11215,10100,중곡동,37.56870462,127.08382756,1
1514738,11215,10100,중곡동,37.56492485,127.08783189,1
1514741,11215,10500,자양동,37.5376178,127.07688268,1
1514742,11215,10500,자양동,37.53756358,127.07686406,1
1514743,11215,10500,자양동,37.53754202,127.07711828,1
1514744,11215,10500,자양동,37.53759571,127.0771348,1
1514745,11215,10500,자양동,37.53765052,127.07715431,1
1514746,11215,10500,자양동,37.5373728,127.07706931,1
1514747,11215,10500,자양동,37.53728949,127.0767828,1
1514748,11215,10500,자양동,37.53723729,127.07676531,1
1515334,11215,10300,구의동,37.53179954,127.09190985,1
1515335,11215,10300,구의동,37.5318538,127.09190348,1
1515336,11215,10300,구의동,37.5342433,127.09157381,1
1515337,11215,10700,화양동,37.54362803,127.06739358,1
1515338,11215,10200,능동,0.0,0.0,1
1515339,11215,10500,자양동,37.5324338,127.07571729,1
1515340,11215,10100,중곡동,37.55865658,127.09253489,1
1515341,11215,10500,자양동,37.52818124,127.07886567,1
1515342,11215,10100,중곡동,37.56326579,127.0766624,1
1515343,11215,10500,자양동,37.53412608,127.06198325,1
1515344,11215,10500,자양동,37.529153,127.0853325,1
1515345,11215,10300,구의동,37.53863287,127.09589019,1
1515346,11215,10500,자양동,37.53011879,127.08374974,1
1515347,11215,10500,자양동,37.5293154,127.07893855,1
1515348,11215,10500,자양동,37.52901203,127.08418764,1
1515350,11215,10400,광장동,37.55020263,127.10374552,1
1515351,11215,10300,구의동,37.53863287,127.09589019,1
1515352,11215,10300,구의동,37.53863287,127.09589019,1
1515353,11215,10500,자양동,37.53878443,127.07645887,1
1515354,11215,10500,자양동,37.53215535,127.08283541,1
1515355,11215,10500,자양동,37.53219048,127.08297202,1
1515356,11215,10500,자양동,37.53217263,127.08383257,1
1515358,11215,10500,자양동,37.53282313,127.07469789,1
1515359,11215,10500,자양동,37.53282313,127.07469789,1
1515360,11215,10500,자양동,37.53282313,127.07469789,1
1515361,11215,10500,자양동,37.53282313,127.07469789,1
1515362,11215,10500,자양동,37.53282313,127.07469789,1
1515364,11215,10300,구의동,37.5325392,127.0918327,1
1515365,11215,10300,구의동,37.53242983,127.09184416,1
1515368,11215,10500,자양동,37.53634249,127.0764952,1
1515369,11215,10500,자양동,37.53639731,127.07651621,1
1515370,11215,10500,자양동,37.53718247,127.0767473,1
1515371,11215,10500,자양동,37.53712622,127.07673025,1
1515935,11215,10500,자양동,37.53671276,127.07660761,1
1515936,11215,10500,자양동,37.53455115,127.07596422,1
1515939,11215,10500,자양동,37.5334795,127.09155025,1
1515952,11215,10500,자양동,37.53031846,127.07244439,1
1515953,11215,10500,자양동,37.53031846,127.07244439,1
1515954,11215,10500,자양동,37.53031846,127.07244439,1
1515955,11215,10500,자양동,37.53031846,127.07244439,1
1515956,11215,10500,자양동,37.53031846,127.07244439,1
1515957,11215,10500,자양동,37.53031846,127.07244439,1
1515959,11215,10500,자양동,37.53031846,127.07244439,1
1515961,11215,10300,구의동,37.54373718,127.08820259,1
1515964,11215,10500,자양동,37.53007302,127.07554149,1
1515969,11215,10300,구의동,37.53392063,127.09154035,1
1515970,11215,10300,구의동,37.53429816,127.09158134,1
1512267,11215,10500,자양동,37.52976629,127.08104357,1
1512268,11215,10900,군자동,37.55519499,127.07751295,1
1512270,11215,10900,군자동,37.55084457,127.07010977,1
1512271,11215,10200,능동,0.0,0.0,1
1512272,11215,10300,구의동,37.55171164,127.0950897,1
1512273,11215,10300,구의동,37.55154798,127.09486142,1
1512274,11215,10900,군자동,37.55114148,127.07562157,1
1512275,11215,10100,중곡동,37.56034717,127.09545189,1
1512276,11215,10100,중곡동,37.56034717,127.09545189,1
1512277,11215,10100,중곡동,37.55968559,127.07861049,1
1512278,11215,10100,중곡동,37.56034717,127.09545189,1
1512280,11215,10100,중곡동,37.56034717,127.09545189,1
1512282,11215,10100,중곡동,37.56029689,127.09532282,1
1512283,11215,10900,군자동,37.55485238,127.07721562,1
1512284,11215,10500,자양동,37.53925721,127.06925076,1
1512285,11215,10500,자양동,37.53912462,127.0753814,1
1512286,11215,10500,자양동,37.53897743,127.06911764,1
1512287,11215,10200,능동,37.54959354,127.08159163,1
1512288,11215,10100,중곡동,37.56914057,127.08537112,1
1512289,11215,10100,중곡동,37.56915052,127.08697323,1
1512292,11215,10500,자양동,37.52818124,127.07886567,1
1512293,11215,10500,자양동,37.52818124,127.07886567,1
1512294,11215,10500,자양동,37.52818124,127.07886567,1
1512295,11215,10500,자양동,37.52820433,127.08141885,1
1512296,11215,10700,화양동,0.0,0.0,1
1512297,11215,10700,화양동,0.0,0.0,1
1512298,11215,10700,화양동,0.0,0.0,1
1512299,11215,10500,자양동,37.53228265,127.08406094,1
1512300,11215,10500,자양동,37.53072104,127.09158358,1
1512301,11215,10500,자양동,37.53080228,127.09168673,1
1512302,11215,10500,자양동,37.53084024,127.09173751,1
1512892,11215,10500,자양동,37.53022242,127.08606948,1
1512893,11215,10500,자양동,37.52796128,127.08058077,1
1512894,11215,10500,자양동,37.52818124,127.07886567,1
1512895,11215,10700,화양동,37.54272065,127.06690061,1
1512896,11215,10500,자양동,37.53438414,127.07677491,1
1512897,11215,10500,자양동,37.53435912,127.07692493,1
1512898,11215,10500,자양동,37.53109666,127.08855809,1
1512900,11215,10400,광장동,37.54841414,127.10254537,1
1512901,11215,10500,자양동,37.53466145,127.08380753,1
1512902,11215,10400,광장동,37.54555695,127.10408393,1
1512904,11215,10700,화양동,37.54501723,127.06794864,1
1512907,11215,10300,구의동,37.54263553,127.08684251,1
1512908,11215,10400,광장동,37.55183698,127.11141764,1
1512914,11215,10500,자양동,37.53225122,127.08376076,1
1512915,11215,10500,자양동,37.53217263,127.08383257,1
1512916,11215,10500,자양동,37.52982781,127.08917571,1
1512917,11215,10700,화양동,37.54401565,127.06864621,1
1512918,11215,10700,화양동,37.54662097,127.0721774,1
1512919,11215,10700,화양동,0.0,0.0,1
1512920,11215,10500,자양동,37.53282313,127.07469789,1
1512921,11215,10100,중곡동,37.55797183,127.08422283,1
1512923,11215,10400,광장동,37.54734785,127.10462112,1
1512924,11215,10100,중곡동,37.55900662,127.09310477,1
1512925,11215,10100,중곡동,37.55900662,127.09310477,1
1512926,11215,10400,광장동,37.54820686,127.10303299,1
1512927,11215,10400,광장동,37.54820686,127.10303299,1
1512929,11215,10100,중곡동,37.56025542,127.09031349,1
1512930,11215,10300,구의동,0.0,0.0,1
1512931,11215,10500,자양동,37.53506988,127.06078704,1
1513517,11215,10400,광장동,37.55020263,127.10374552,1
1513518,11215,10200,능동,0.0,0.0,1
1513519,11215,10300,구의동,37.55545591,127.09469271,1
1513520,11215,10500,자양동,37.53199602,127.08217746,1
1513521,11215,10100,중곡동,37.55836369,127.08140022,1
1513523,11215,10500,자양동,37.52796128,127.08058077,1
1513524,11215,10200,능동,37.55361747,127.08675959,1
1513525,11215,10100,중곡동,37.5690458,127.08555709,1
1513526,11215,10100,중곡동,37.55908056,127.08621413,1
1513527,11215,10300,구의동,37.53625612,127.08959106,1
1513528,11215,10100,중곡동,37.55870262,127.09075382,1
1513529,11215,10100,중곡동,37.55870262,127.09075382,1
1513530,11215,10300,구의동,37.53863287,127.09589019,1
1513531,11215,10300,구의동,37.53863287,127.09589019,1
1513533,11215,10200,능동,37.55202076,127.08713373,1
1513534,11215,10400,광장동,37.54841414,127.10254537,1
1513535,11215,10400,광장동,37.54827631,127.10556052,1
1513536,11215,10400,광장동,37.54841414,127.10254537,1
1513537,11215,10400,광장동,37.54841414,127.10254537,1
1513538,11215,10700,화양동,37.54224374,127.06526693,1
1513539,11215,10100,중곡동,37.56492485,127.08783189,1
1513541,11215,10300,구의동,37.54029041,127.09060214,1
1513542,11215,10300,구의동,37.53980115,127.09312515,1
1513543,11215,10300,구의동,37.53952799,127.08632151,1
1513544,11215,10300,구의동,37.53887359,127.09112664,1
1513546,11215,10400,광장동,37.54699539,127.10322943,1
1513547,11215,10300,구의동,37.54709732,127.08934066,1
1513548,11215,10300,구의동,37.55259886,127.09497774,1
1513550,11215,10500,자양동,37.52972169,127.07886312,1
1513551,11215,10100,중곡동,37.56999069,127.08674914,1
1513552,11215,10100,중곡동,37.56989464,127.08815228,1
1513553,11215,10200,능동,0.0,0.0,1
1513554,11215,10300,구의동,37.55155784,127.09414159,1
1513555,11215,10100,중곡동,37.56995979,127.08371439,1
1514139,11215,10500,자양동,37.53026177,127.09096551,1
1514140,11215,10500,자양동,37.53011879,127.08374974,1
1514141,11215,10100,중곡동,37.56060363,127.07554102,1
1514142,11215,10100,중곡동,37.56060363,127.07554102,1
1514143,11215,10300,구의동,37.53863287,127.09589019,1
1514144,11215,10500,자양동,0.0,0.0,1
1514146,11215,10500,자양동,37.52777362,127.08112779,1
1514147,11215,10300,구의동,37.53863287,127.09589019,1
1514148,11215,10100,중곡동,37.56047282,127.09562838,1
1514150,11215,10300,구의동,37.53863287,127.09589019,1
1514151,11215,10900,군자동,37.55126486,127.07090533,1
